Sample,Method,Control,Analyte,Units,Result,Outlier
5526753,OES,SRM75F_CL,Zinc,MG_P_KG,42.49,No
5526753,OES,SRM75F_CL,Iron,MG_P_KG,90.6064,No
5528978,OES,SRM75F_CL,Potassium,PCT_M-M,0.6897,No
5528978,OES,SRM75F_CL,Iron,MG_P_KG,89.4739,No
5528978,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0541,No
5528978,OES,SRM75F_CL,Sodium,PCT_M-M,0.191,No
5528978,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3447,No
5528978,OES,SRM75F_CL,Calcium,PCT_M-M,0.5418,No
5528978,OES,SRM75F_CL,Copper,MG_P_KG,4.161,No
5528978,OES,SRM75F_CL,Zinc,MG_P_KG,41.42,No
5529259,OES,SRM75F_CL,Potassium,PCT_M-M,0.7281,No
5529259,OES,SRM75F_CL,Iron,MG_P_KG,89.934,No
5529259,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0532,No
5529259,OES,SRM75F_CL,Sodium,PCT_M-M,0.2003,No
5529259,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3404,No
5529259,OES,SRM75F_CL,Calcium,PCT_M-M,0.5352,No
5529259,OES,SRM75F_CL,Copper,MG_P_KG,4.1317,No
5529259,OES,SRM75F_CL,Zinc,MG_P_KG,40.4727,No
5531754,OES,SRM75F_CL,Potassium,PCT_M-M,0.7138,No
5531754,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0568,No
5531754,OES,SRM75F_CL,Sodium,PCT_M-M,0.1812,No
5531754,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3712,No
5531754,OES,SRM75F_CL,Calcium,PCT_M-M,0.5557,No
5531754,OES,SRM75F_CL,Copper,MG_P_KG,4.3535,No
5531754,OES,SRM75F_CL,Zinc,MG_P_KG,43.8203,No
5531754,OES,SRM75F_CL,Iron,MG_P_KG,94.2032,No
5532873,OES,SRM75F_CL,Potassium,PCT_M-M,0.718,No
5532873,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0562,No
5532873,OES,SRM75F_CL,Sodium,PCT_M-M,0.1825,No
5532873,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.372,No
5532873,OES,SRM75F_CL,Calcium,PCT_M-M,0.5476,No
5532873,OES,SRM75F_CL,Copper,MG_P_KG,4.3063,No
5532873,OES,SRM75F_CL,Zinc,MG_P_KG,44.1033,No
5532873,OES,SRM75F_CL,Iron,MG_P_KG,93.5306,No
5537089,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0567,No
5537089,OES,SRM75F_CL,Sodium,PCT_M-M,0.2006,No
5537089,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3572,No
5537089,OES,SRM75F_CL,Calcium,PCT_M-M,0.566,No
5537089,OES,SRM75F_CL,Copper,MG_P_KG,4.1615,No
5537089,OES,SRM75F_CL,Zinc,MG_P_KG,43.8795,No
5537089,OES,SRM75F_CL,Potassium,PCT_M-M,0.7988,No
5537089,OES,SRM75F_CL,Iron,MG_P_KG,93.9592,No
5538341,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0566,No
5538341,OES,SRM75F_CL,Sodium,PCT_M-M,0.2013,No
5538341,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3533,No
5538341,OES,SRM75F_CL,Calcium,PCT_M-M,0.5802,No
5538341,OES,SRM75F_CL,Copper,MG_P_KG,4.1256,No
5538341,OES,SRM75F_CL,Zinc,MG_P_KG,43.4806,No
5538341,OES,SRM75F_CL,Potassium,PCT_M-M,0.7896,No
5538341,OES,SRM75F_CL,Iron,MG_P_KG,94.4592,No
5541761,OES,SRM75F_CL,Potassium,PCT_M-M,0.691,No
5541761,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0557,No
5541761,OES,SRM75F_CL,Sodium,PCT_M-M,0.1823,No
5541761,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3698,No
5541761,OES,SRM75F_CL,Calcium,PCT_M-M,0.55,No
5541761,OES,SRM75F_CL,Copper,MG_P_KG,4.2581,No
5541761,OES,SRM75F_CL,Zinc,MG_P_KG,44.1525,No
5541761,OES,SRM75F_CL,Iron,MG_P_KG,91.698,No
5542538,OES,SRM75F_CL,Potassium,PCT_M-M,0.6965,No
5542538,OES,SRM75F_CL,Magnesium,PCT_M-M,0.056,No
5542538,OES,SRM75F_CL,Sodium,PCT_M-M,0.1841,No
5542538,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3656,No
5542538,OES,SRM75F_CL,Calcium,PCT_M-M,0.5604,No
5542538,OES,SRM75F_CL,Copper,MG_P_KG,4.1794,No
5542538,OES,SRM75F_CL,Zinc,MG_P_KG,44.0255,No
5542538,OES,SRM75F_CL,Iron,MG_P_KG,92.1256,No
5547873,OES,SRM75F_CL,Potassium,PCT_M-M,0.7208,No
5547873,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0559,No
5547873,OES,SRM75F_CL,Sodium,PCT_M-M,0.1839,No
5547873,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3706,No
5547873,OES,SRM75F_CL,Calcium,PCT_M-M,0.5489,No
5547873,OES,SRM75F_CL,Copper,MG_P_KG,4.0596,No
5547873,OES,SRM75F_CL,Zinc,MG_P_KG,43.0777,No
5547873,OES,SRM75F_CL,Iron,MG_P_KG,92.3868,No
5551932,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0579,No
5551932,OES,SRM75F_CL,Sodium,PCT_M-M,0.204,No
5551932,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3694,No
5551932,OES,SRM75F_CL,Calcium,PCT_M-M,0.5676,No
5551932,OES,SRM75F_CL,Copper,MG_P_KG,3.9337,No
5551932,OES,SRM75F_CL,Zinc,MG_P_KG,44.6787,No
5551932,OES,SRM75F_CL,Potassium,PCT_M-M,0.8026,No
5551932,OES,SRM75F_CL,Iron,MG_P_KG,95.8882,No
5554081,OES,SRM75F_CL,Potassium,PCT_M-M,0.7122,No
5554081,OES,SRM75F_CL,Iron,MG_P_KG,87.4651,No
5554081,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0529,No
5554081,OES,SRM75F_CL,Sodium,PCT_M-M,0.1865,No
5554081,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3384,No
5554081,OES,SRM75F_CL,Calcium,PCT_M-M,0.532,No
5554081,OES,SRM75F_CL,Copper,MG_P_KG,3.5778,No
5554081,OES,SRM75F_CL,Zinc,MG_P_KG,40.4982,No
5554708,OES,SRM75F_CL,Potassium,PCT_M-M,0.6632,No
5554708,OES,SRM75F_CL,Iron,MG_P_KG,89.1182,No
5554708,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0537,No
5554708,OES,SRM75F_CL,Sodium,PCT_M-M,0.1915,No
5554708,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.338,No
5554708,OES,SRM75F_CL,Calcium,PCT_M-M,0.5539,No
5554708,OES,SRM75F_CL,Copper,MG_P_KG,3.6393,No
5554708,OES,SRM75F_CL,Zinc,MG_P_KG,40.4155,No
5557960,OES,SRM75F_CL,Potassium,PCT_M-M,0.7335,No
5557960,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5557960,OES,SRM75F_CL,Sodium,PCT_M-M,0.1904,No
5557960,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.354,No
5557960,OES,SRM75F_CL,Calcium,PCT_M-M,0.5393,No
5557960,OES,SRM75F_CL,Copper,MG_P_KG,4.1238,No
5557960,OES,SRM75F_CL,Zinc,MG_P_KG,42.66,No
5557960,OES,SRM75F_CL,Iron,MG_P_KG,90.9025,No
5558279,OES,SRM75F_CL,Magnesium,PCT_M-M,0.055,No
5558279,OES,SRM75F_CL,Sodium,PCT_M-M,0.1962,No
5558279,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3671,No
5558279,OES,SRM75F_CL,Calcium,PCT_M-M,0.535,No
5558279,OES,SRM75F_CL,Copper,MG_P_KG,4.2925,No
5558279,OES,SRM75F_CL,Zinc,MG_P_KG,43.1965,No
5558279,OES,SRM75F_CL,Iron,MG_P_KG,91.1275,No
5558279,OES,SRM75F_CL,Potassium,PCT_M-M,0.7902,No
5558281,OES,SRM75F_CL,Potassium,PCT_M-M,0.673,No
5558281,OES,SRM75F_CL,Iron,MG_P_KG,80.9012,No
5558281,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0489,No
5558281,OES,SRM75F_CL,Sodium,PCT_M-M,0.1724,No
5558281,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3241,No
5558281,OES,SRM75F_CL,Calcium,PCT_M-M,0.4847,No
5558281,OES,SRM75F_CL,Copper,MG_P_KG,3.6876,No
5558281,OES,SRM75F_CL,Zinc,MG_P_KG,37.8783,No
5559457,OES,SRM75F_CL,Potassium,PCT_M-M,0.7323,No
5559457,OES,SRM75F_CL,Iron,MG_P_KG,89.7311,No
5559457,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0541,No
5559457,OES,SRM75F_CL,Sodium,PCT_M-M,0.1862,No
5559457,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3604,No
5559457,OES,SRM75F_CL,Calcium,PCT_M-M,0.5404,No
5559457,OES,SRM75F_CL,Copper,MG_P_KG,4.2212,No
5559457,OES,SRM75F_CL,Zinc,MG_P_KG,42.4698,No
5565670,OES,SRM75F_CL,Potassium,PCT_M-M,0.6884,No
5565670,OES,SRM75F_CL,Iron,MG_P_KG,86.4026,No
5565670,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0521,No
5565670,OES,SRM75F_CL,Sodium,PCT_M-M,0.1722,No
5565670,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3475,No
5565670,OES,SRM75F_CL,Calcium,PCT_M-M,0.5239,No
5565670,OES,SRM75F_CL,Copper,MG_P_KG,3.9885,No
5565670,OES,SRM75F_CL,Zinc,MG_P_KG,40.737,No
5567796,OES,SRM75F_CL,Potassium,PCT_M-M,0.7233,No
5567796,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0558,No
5567796,OES,SRM75F_CL,Sodium,PCT_M-M,0.1816,No
5567796,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.362,No
5567796,OES,SRM75F_CL,Calcium,PCT_M-M,0.5556,No
5567796,OES,SRM75F_CL,Copper,MG_P_KG,4.0943,No
5567796,OES,SRM75F_CL,Zinc,MG_P_KG,44.4063,No
5567796,OES,SRM75F_CL,Iron,MG_P_KG,92.4049,No
5568654,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5568654,OES,SRM75F_CL,Sodium,PCT_M-M,0.1919,No
5568654,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3563,No
5568654,OES,SRM75F_CL,Calcium,PCT_M-M,0.5448,No
5568654,OES,SRM75F_CL,Copper,MG_P_KG,4.03,No
5568654,OES,SRM75F_CL,Zinc,MG_P_KG,43.7651,No
5568654,OES,SRM75F_CL,Potassium,PCT_M-M,0.7718,No
5568654,OES,SRM75F_CL,Iron,MG_P_KG,90.5612,No
5573245,OES,SRM75F_CL,Potassium,PCT_M-M,0.7258,No
5573245,OES,SRM75F_CL,Magnesium,PCT_M-M,0.055,No
5573245,OES,SRM75F_CL,Sodium,PCT_M-M,0.1909,No
5573245,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3558,No
5573245,OES,SRM75F_CL,Calcium,PCT_M-M,0.544,No
5573245,OES,SRM75F_CL,Copper,MG_P_KG,4.1342,No
5573245,OES,SRM75F_CL,Zinc,MG_P_KG,42.6432,No
5573245,OES,SRM75F_CL,Iron,MG_P_KG,91.0813,No
5574676,OES,SRM75F_CL,Potassium,PCT_M-M,0.6865,No
5574676,OES,SRM75F_CL,Iron,MG_P_KG,89.3101,No
5574676,OES,SRM75F_CL,Magnesium,PCT_M-M,0.053,No
5574676,OES,SRM75F_CL,Sodium,PCT_M-M,0.1894,No
5574676,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3549,No
5574676,OES,SRM75F_CL,Calcium,PCT_M-M,0.5348,No
5574676,OES,SRM75F_CL,Copper,MG_P_KG,4.1507,No
5574676,OES,SRM75F_CL,Zinc,MG_P_KG,40.887,No
5574894,OES,SRM75F_CL,Potassium,PCT_M-M,0.7296,No
5574894,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0556,No
5574894,OES,SRM75F_CL,Sodium,PCT_M-M,0.2,No
5574894,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3636,No
5574894,OES,SRM75F_CL,Calcium,PCT_M-M,0.5452,No
5574894,OES,SRM75F_CL,Copper,MG_P_KG,4.1131,No
5574894,OES,SRM75F_CL,Zinc,MG_P_KG,43.0465,No
5574894,OES,SRM75F_CL,Iron,MG_P_KG,91.169,No
5575385,OES,SRM75F_CL,Potassium,PCT_M-M,0.7369,No
5575385,OES,SRM75F_CL,Iron,MG_P_KG,89.5019,No
5575385,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0542,No
5575385,OES,SRM75F_CL,Sodium,PCT_M-M,0.1895,No
5575385,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.355,No
5575385,OES,SRM75F_CL,Calcium,PCT_M-M,0.5315,No
5575385,OES,SRM75F_CL,Copper,MG_P_KG,4.0533,No
5575385,OES,SRM75F_CL,Zinc,MG_P_KG,42.1407,No
5575666,OES,SRM75F_CL,Potassium,PCT_M-M,0.7276,No
5575666,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5575666,OES,SRM75F_CL,Sodium,PCT_M-M,0.1921,No
5575666,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.358,No
5575666,OES,SRM75F_CL,Calcium,PCT_M-M,0.5415,No
5575666,OES,SRM75F_CL,Copper,MG_P_KG,4.0319,No
5575666,OES,SRM75F_CL,Zinc,MG_P_KG,43.7816,No
5575666,OES,SRM75F_CL,Iron,MG_P_KG,91.1,No
5576651,OES,SRM75F_CL,Potassium,PCT_M-M,0.7107,No
5576651,OES,SRM75F_CL,Iron,MG_P_KG,89.3237,No
5576651,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5576651,OES,SRM75F_CL,Sodium,PCT_M-M,0.1957,No
5576651,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.356,No
5576651,OES,SRM75F_CL,Calcium,PCT_M-M,0.5343,No
5576651,OES,SRM75F_CL,Copper,MG_P_KG,4.142,No
5576651,OES,SRM75F_CL,Zinc,MG_P_KG,42.196,No
5578078,OES,SRM75F_CL,Potassium,PCT_M-M,0.6878,No
5578078,OES,SRM75F_CL,Iron,MG_P_KG,89.5211,No
5578078,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5578078,OES,SRM75F_CL,Sodium,PCT_M-M,0.1856,No
5578078,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3546,No
5578078,OES,SRM75F_CL,Calcium,PCT_M-M,0.5419,No
5578078,OES,SRM75F_CL,Copper,MG_P_KG,4.1023,No
5578078,OES,SRM75F_CL,Zinc,MG_P_KG,42.1524,No
5578925,OES,SRM75F_CL,Potassium,PCT_M-M,0.6461,No
5578925,OES,SRM75F_CL,Iron,MG_P_KG,88.5817,No
5578925,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
5578925,OES,SRM75F_CL,Sodium,PCT_M-M,0.1765,No
5578925,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3387,No
5578925,OES,SRM75F_CL,Calcium,PCT_M-M,0.5518,No
5578925,OES,SRM75F_CL,Copper,MG_P_KG,3.9171,No
5578925,OES,SRM75F_CL,Zinc,MG_P_KG,40.8703,No
5579675,OES,SRM75F_CL,Potassium,PCT_M-M,0.7277,No
5579675,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5579675,OES,SRM75F_CL,Sodium,PCT_M-M,0.191,No
5579675,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3563,No
5579675,OES,SRM75F_CL,Calcium,PCT_M-M,0.5383,No
5579675,OES,SRM75F_CL,Copper,MG_P_KG,3.9466,No
5579675,OES,SRM75F_CL,Zinc,MG_P_KG,43.1792,No
5579675,OES,SRM75F_CL,Iron,MG_P_KG,91.122,No
5581591,OES,SRM75F_CL,Potassium,PCT_M-M,0.734,No
5581591,OES,SRM75F_CL,Iron,MG_P_KG,89.4,No
5581591,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5581591,OES,SRM75F_CL,Sodium,PCT_M-M,0.185,No
5581591,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.354,No
5581591,OES,SRM75F_CL,Calcium,PCT_M-M,0.54,No
5581591,OES,SRM75F_CL,Copper,MG_P_KG,4.18,No
5581591,OES,SRM75F_CL,Zinc,MG_P_KG,42.6,No
5583985,OES,SRM75F_CL,Potassium,PCT_M-M,0.7422,No
5583985,OES,SRM75F_CL,Iron,MG_P_KG,89.3626,No
5583985,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5583985,OES,SRM75F_CL,Sodium,PCT_M-M,0.1878,No
5583985,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3642,No
5583985,OES,SRM75F_CL,Calcium,PCT_M-M,0.5354,No
5583985,OES,SRM75F_CL,Copper,MG_P_KG,4.1221,No
5583985,OES,SRM75F_CL,Zinc,MG_P_KG,42.6294,No
5586078,OES,SRM75F_CL,Iron,MG_P_KG,87.9375,No
5586078,OES,SRM75F_CL,Potassium,PCT_M-M,0.7537,No
5586078,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0536,No
5586078,OES,SRM75F_CL,Sodium,PCT_M-M,0.1889,No
5586078,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3494,No
5586078,OES,SRM75F_CL,Calcium,PCT_M-M,0.5271,No
5586078,OES,SRM75F_CL,Copper,MG_P_KG,3.7749,No
5586078,OES,SRM75F_CL,Zinc,MG_P_KG,41.6924,No
5589632,OES,SRM75F_CL,Potassium,PCT_M-M,0.7008,No
5589632,OES,SRM75F_CL,Iron,MG_P_KG,84.0033,No
5589632,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0512,No
5589632,OES,SRM75F_CL,Sodium,PCT_M-M,0.1772,No
5589632,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3309,No
5589632,OES,SRM75F_CL,Calcium,PCT_M-M,0.5105,No
5589632,OES,SRM75F_CL,Copper,MG_P_KG,3.7281,No
5589632,OES,SRM75F_CL,Zinc,MG_P_KG,39.4452,No
5590479,OES,SRM75F_CL,Iron,MG_P_KG,88.1332,No
5590479,OES,SRM75F_CL,Potassium,PCT_M-M,0.7472,No
5590479,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0538,No
5590479,OES,SRM75F_CL,Sodium,PCT_M-M,0.1897,No
5590479,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3449,No
5590479,OES,SRM75F_CL,Calcium,PCT_M-M,0.5381,No
5590479,OES,SRM75F_CL,Copper,MG_P_KG,3.8405,No
5590479,OES,SRM75F_CL,Zinc,MG_P_KG,41.6611,No
5591560,OES,SRM75F_CL,Iron,MG_P_KG,88.0595,No
5591560,OES,SRM75F_CL,Potassium,PCT_M-M,0.739,No
5591560,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0525,No
5591560,OES,SRM75F_CL,Sodium,PCT_M-M,0.1931,No
5591560,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3515,No
5591560,OES,SRM75F_CL,Calcium,PCT_M-M,0.5263,No
5591560,OES,SRM75F_CL,Copper,MG_P_KG,4.1618,No
5591560,OES,SRM75F_CL,Zinc,MG_P_KG,41.7249,No
5594095,OES,SRM75F_CL,Potassium,PCT_M-M,0.7246,No
5594095,OES,SRM75F_CL,Iron,MG_P_KG,88.7933,No
5594095,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0538,No
5594095,OES,SRM75F_CL,Sodium,PCT_M-M,0.1925,No
5594095,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.359,No
5594095,OES,SRM75F_CL,Calcium,PCT_M-M,0.5323,No
5594095,OES,SRM75F_CL,Copper,MG_P_KG,4.2444,No
5594095,OES,SRM75F_CL,Zinc,MG_P_KG,41.785,No
5598193,OES,SRM75F_CL,Potassium,PCT_M-M,0.7703,No
5598193,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0573,No
5598193,OES,SRM75F_CL,Sodium,PCT_M-M,0.1903,No
5598193,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.375,No
5598193,OES,SRM75F_CL,Calcium,PCT_M-M,0.5683,No
5598193,OES,SRM75F_CL,Copper,MG_P_KG,4.402,No
5598193,OES,SRM75F_CL,Zinc,MG_P_KG,44.6603,No
5598193,OES,SRM75F_CL,Iron,MG_P_KG,95.0459,No
5599380,OES,SRM75F_CL,Iron,MG_P_KG,86.8422,No
5599380,OES,SRM75F_CL,Potassium,PCT_M-M,0.7178,No
5599380,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0517,No
5599380,OES,SRM75F_CL,Sodium,PCT_M-M,0.1925,No
5599380,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3516,No
5599380,OES,SRM75F_CL,Calcium,PCT_M-M,0.5156,No
5599380,OES,SRM75F_CL,Copper,MG_P_KG,4.0376,No
5599380,OES,SRM75F_CL,Zinc,MG_P_KG,40.4099,No
5600767,OES,SRM75F_CL,Potassium,PCT_M-M,0.7368,No
5600767,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0565,No
5600767,OES,SRM75F_CL,Sodium,PCT_M-M,0.186,No
5600767,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.37,No
5600767,OES,SRM75F_CL,Calcium,PCT_M-M,0.5662,No
5600767,OES,SRM75F_CL,Copper,MG_P_KG,4.2494,No
5600767,OES,SRM75F_CL,Zinc,MG_P_KG,43.4337,No
5600767,OES,SRM75F_CL,Iron,MG_P_KG,92.7423,No
5601124,OES,SRM75F_CL,Potassium,PCT_M-M,0.7183,No
5601124,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0559,No
5601124,OES,SRM75F_CL,Sodium,PCT_M-M,0.1936,No
5601124,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3578,No
5601124,OES,SRM75F_CL,Calcium,PCT_M-M,0.5699,No
5601124,OES,SRM75F_CL,Copper,MG_P_KG,4.1984,No
5601124,OES,SRM75F_CL,Zinc,MG_P_KG,43.5563,No
5601124,OES,SRM75F_CL,Iron,MG_P_KG,93.511,No
5602277,OES,SRM75F_CL,Potassium,PCT_M-M,0.768,No
5602277,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5602277,OES,SRM75F_CL,Sodium,PCT_M-M,0.1948,No
5602277,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3682,No
5602277,OES,SRM75F_CL,Calcium,PCT_M-M,0.5359,No
5602277,OES,SRM75F_CL,Copper,MG_P_KG,4.2631,No
5602277,OES,SRM75F_CL,Zinc,MG_P_KG,43.5495,No
5602277,OES,SRM75F_CL,Iron,MG_P_KG,90.6818,No
5602720,OES,SRM75F_CL,Potassium,PCT_M-M,0.7052,No
5602720,OES,SRM75F_CL,Iron,MG_P_KG,89.819,No
5602720,OES,SRM75F_CL,Magnesium,PCT_M-M,0.054,No
5602720,OES,SRM75F_CL,Sodium,PCT_M-M,0.1804,No
5602720,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3681,No
5602720,OES,SRM75F_CL,Calcium,PCT_M-M,0.5268,No
5602720,OES,SRM75F_CL,Copper,MG_P_KG,4.4406,No
5602720,OES,SRM75F_CL,Zinc,MG_P_KG,42.723,No
5603530,OES,SRM75F_CL,Potassium,PCT_M-M,0.7131,No
5603530,OES,SRM75F_CL,Iron,MG_P_KG,89.0597,No
5603530,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0528,No
5603530,OES,SRM75F_CL,Sodium,PCT_M-M,0.1827,No
5603530,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3639,No
5603530,OES,SRM75F_CL,Calcium,PCT_M-M,0.5177,No
5603530,OES,SRM75F_CL,Copper,MG_P_KG,4.3029,No
5603530,OES,SRM75F_CL,Zinc,MG_P_KG,41.8915,No
5605864,OES,SRM75F_CL,Potassium,PCT_M-M,0.6866,No
5605864,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5605864,OES,SRM75F_CL,Sodium,PCT_M-M,0.1749,No
5605864,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3651,No
5605864,OES,SRM75F_CL,Calcium,PCT_M-M,0.5379,No
5605864,OES,SRM75F_CL,Copper,MG_P_KG,4.0436,No
5605864,OES,SRM75F_CL,Zinc,MG_P_KG,43.1214,No
5605864,OES,SRM75F_CL,Iron,MG_P_KG,90.8999,No
5609746,OES,SRM75F_CL,Potassium,PCT_M-M,0.7066,No
5609746,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0548,No
5609746,OES,SRM75F_CL,Sodium,PCT_M-M,0.188,No
5609746,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3716,No
5609746,OES,SRM75F_CL,Calcium,PCT_M-M,0.5427,No
5609746,OES,SRM75F_CL,Copper,MG_P_KG,4.0619,No
5609746,OES,SRM75F_CL,Zinc,MG_P_KG,42.9864,No
5609746,OES,SRM75F_CL,Iron,MG_P_KG,93.8157,No
5609794,OES,SRM75F_CL,Potassium,PCT_M-M,0.7145,No
5609794,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0561,No
5609794,OES,SRM75F_CL,Sodium,PCT_M-M,0.1821,No
5609794,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3786,No
5609794,OES,SRM75F_CL,Calcium,PCT_M-M,0.5498,No
5609794,OES,SRM75F_CL,Copper,MG_P_KG,4.1477,No
5609794,OES,SRM75F_CL,Zinc,MG_P_KG,44.2425,No
5609794,OES,SRM75F_CL,Iron,MG_P_KG,93.8637,No
5612250,OES,SRM75F_CL,Potassium,PCT_M-M,0.765,No
5612250,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0577,No
5612250,OES,SRM75F_CL,Sodium,PCT_M-M,0.1905,No
5612250,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3791,No
5612250,OES,SRM75F_CL,Calcium,PCT_M-M,0.5698,No
5612250,OES,SRM75F_CL,Copper,MG_P_KG,4.4611,No
5612250,OES,SRM75F_CL,Zinc,MG_P_KG,45.0981,No
5612250,OES,SRM75F_CL,Iron,MG_P_KG,95.0435,No
5614102,OES,SRM75F_CL,Potassium,PCT_M-M,0.7249,No
5614102,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0559,No
5614102,OES,SRM75F_CL,Sodium,PCT_M-M,0.1943,No
5614102,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3611,No
5614102,OES,SRM75F_CL,Calcium,PCT_M-M,0.5575,No
5614102,OES,SRM75F_CL,Copper,MG_P_KG,4.0828,No
5614102,OES,SRM75F_CL,Zinc,MG_P_KG,43.2402,No
5614102,OES,SRM75F_CL,Iron,MG_P_KG,92.4003,No
5616447,OES,SRM75F_CL,Potassium,PCT_M-M,0.7352,No
5616447,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0561,No
5616447,OES,SRM75F_CL,Sodium,PCT_M-M,0.1832,No
5616447,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3687,No
5616447,OES,SRM75F_CL,Calcium,PCT_M-M,0.5645,No
5616447,OES,SRM75F_CL,Copper,MG_P_KG,4.2,No
5616447,OES,SRM75F_CL,Zinc,MG_P_KG,43.4292,No
5616447,OES,SRM75F_CL,Iron,MG_P_KG,93.0035,No
5618107,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0566,No
5618107,OES,SRM75F_CL,Sodium,PCT_M-M,0.2009,No
