Sample,Method,Control,Analyte,Units,Result,Outlier
5424466,OES,SRM75F_CL,Calcium,PCT_M-M,0.5611,No
5424466,OES,SRM75F_CL,Copper,MG_P_KG,4.222,No
5424466,OES,SRM75F_CL,Zinc,MG_P_KG,42.5441,No
5424466,OES,SRM75F_CL,Potassium,PCT_M-M,0.7877,No
5424466,OES,SRM75F_CL,Iron,MG_P_KG,91.5459,No
5425542,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5425542,OES,SRM75F_CL,Sodium,PCT_M-M,0.1945,No
5425542,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3479,No
5425542,OES,SRM75F_CL,Calcium,PCT_M-M,0.5582,No
5425542,OES,SRM75F_CL,Copper,MG_P_KG,4.2954,No
5425542,OES,SRM75F_CL,Zinc,MG_P_KG,41.5525,No
5425542,OES,SRM75F_CL,Potassium,PCT_M-M,0.7926,No
5425542,OES,SRM75F_CL,Iron,MG_P_KG,91.7987,No
5428853,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0541,No
5428853,OES,SRM75F_CL,Sodium,PCT_M-M,0.1951,No
5428853,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.344,No
5428853,OES,SRM75F_CL,Calcium,PCT_M-M,0.5463,No
5428853,OES,SRM75F_CL,Copper,MG_P_KG,4.1473,No
5428853,OES,SRM75F_CL,Zinc,MG_P_KG,42.7625,No
5428853,OES,SRM75F_CL,Iron,MG_P_KG,90.6592,No
5428853,OES,SRM75F_CL,Potassium,PCT_M-M,0.7774,No
5431392,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5431392,OES,SRM75F_CL,Sodium,PCT_M-M,0.1956,No
5431392,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3434,No
5431392,OES,SRM75F_CL,Calcium,PCT_M-M,0.56,No
5431392,OES,SRM75F_CL,Copper,MG_P_KG,4.1699,No
5431392,OES,SRM75F_CL,Zinc,MG_P_KG,42.9688,No
5431392,OES,SRM75F_CL,Iron,MG_P_KG,90.0918,No
5431392,OES,SRM75F_CL,Potassium,PCT_M-M,0.7737,No
5433937,OES,SRM75F_CL,Iron,MG_P_KG,88.4343,No
5433937,OES,SRM75F_CL,Potassium,PCT_M-M,0.7345,No
5433937,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
5433937,OES,SRM75F_CL,Sodium,PCT_M-M,0.1907,No
5433937,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3487,No
5433937,OES,SRM75F_CL,Calcium,PCT_M-M,0.5325,No
5433937,OES,SRM75F_CL,Copper,MG_P_KG,4.2989,No
5433937,OES,SRM75F_CL,Zinc,MG_P_KG,41.8298,No
5434467,OES,SRM75F_CL,Potassium,PCT_M-M,0.726,No
5434467,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5434467,OES,SRM75F_CL,Sodium,PCT_M-M,0.1795,No
5434467,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.357,No
5434467,OES,SRM75F_CL,Calcium,PCT_M-M,0.5376,No
5434467,OES,SRM75F_CL,Copper,MG_P_KG,4.5066,No
5434467,OES,SRM75F_CL,Zinc,MG_P_KG,42.8439,No
5434467,OES,SRM75F_CL,Iron,MG_P_KG,90.0887,No
5436916,OES,SRM75F_CL,Potassium,PCT_M-M,0.689,No
5436916,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5436916,OES,SRM75F_CL,Sodium,PCT_M-M,0.1801,No
5436916,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3629,No
5436916,OES,SRM75F_CL,Calcium,PCT_M-M,0.5455,No
5436916,OES,SRM75F_CL,Copper,MG_P_KG,4.143,No
5436916,OES,SRM75F_CL,Zinc,MG_P_KG,42.9153,No
5436916,OES,SRM75F_CL,Iron,MG_P_KG,91.0966,No
5436929,OES,SRM75F_CL,Potassium,PCT_M-M,0.6809,No
5436929,OES,SRM75F_CL,Iron,MG_P_KG,89.24,No
5436929,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0533,No
5436929,OES,SRM75F_CL,Sodium,PCT_M-M,0.1759,No
5436929,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3478,No
5436929,OES,SRM75F_CL,Calcium,PCT_M-M,0.5231,No
5436929,OES,SRM75F_CL,Copper,MG_P_KG,3.9968,No
5436929,OES,SRM75F_CL,Zinc,MG_P_KG,41.8729,No
5438711,OES,SRM75F_CL,Potassium,PCT_M-M,0.7083,No
5438711,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5438711,OES,SRM75F_CL,Sodium,PCT_M-M,0.181,No
5438711,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3579,No
5438711,OES,SRM75F_CL,Calcium,PCT_M-M,0.5405,No
5438711,OES,SRM75F_CL,Copper,MG_P_KG,4.2243,No
5438711,OES,SRM75F_CL,Zinc,MG_P_KG,42.5594,No
5438711,OES,SRM75F_CL,Iron,MG_P_KG,90.4503,No
5445550,OES,SRM75F_CL,Potassium,PCT_M-M,0.7138,No
5445550,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5445550,OES,SRM75F_CL,Sodium,PCT_M-M,0.1811,No
5445550,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3578,No
5445550,OES,SRM75F_CL,Calcium,PCT_M-M,0.5423,No
5445550,OES,SRM75F_CL,Copper,MG_P_KG,4.3269,No
5445550,OES,SRM75F_CL,Zinc,MG_P_KG,42.9057,No
5445550,OES,SRM75F_CL,Iron,MG_P_KG,90.5475,No
5446630,OES,SRM75F_CL,Potassium,PCT_M-M,0.7209,No
5446630,OES,SRM75F_CL,Magnesium,PCT_M-M,0.055,No
5446630,OES,SRM75F_CL,Sodium,PCT_M-M,0.1833,No
5446630,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3609,No
5446630,OES,SRM75F_CL,Calcium,PCT_M-M,0.5536,No
5446630,OES,SRM75F_CL,Copper,MG_P_KG,4.256,No
5446630,OES,SRM75F_CL,Zinc,MG_P_KG,43.1397,No
5446630,OES,SRM75F_CL,Iron,MG_P_KG,90.3297,No
5450700,OES,SRM75F_CL,Potassium,PCT_M-M,0.7134,No
5450700,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0551,No
5450700,OES,SRM75F_CL,Sodium,PCT_M-M,0.1811,No
5450700,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3631,No
5450700,OES,SRM75F_CL,Calcium,PCT_M-M,0.5458,No
5450700,OES,SRM75F_CL,Copper,MG_P_KG,4.162,No
5450700,OES,SRM75F_CL,Zinc,MG_P_KG,42.8382,No
5450700,OES,SRM75F_CL,Iron,MG_P_KG,91.4224,No
5451164,OES,SRM75F_CL,Potassium,PCT_M-M,0.7012,No
5451164,OES,SRM75F_CL,Iron,MG_P_KG,88.5604,No
5451164,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0534,No
5451164,OES,SRM75F_CL,Sodium,PCT_M-M,0.1787,No
5451164,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3571,No
5451164,OES,SRM75F_CL,Calcium,PCT_M-M,0.5317,No
5451164,OES,SRM75F_CL,Copper,MG_P_KG,3.9987,No
5451164,OES,SRM75F_CL,Zinc,MG_P_KG,41.9465,No
5454576,OES,SRM75F_CL,Potassium,PCT_M-M,0.7062,No
5454576,OES,SRM75F_CL,Iron,MG_P_KG,89.6078,No
5454576,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0543,No
5454576,OES,SRM75F_CL,Sodium,PCT_M-M,0.1785,No
5454576,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3562,No
5454576,OES,SRM75F_CL,Calcium,PCT_M-M,0.5378,No
5454576,OES,SRM75F_CL,Copper,MG_P_KG,4.0022,No
5454576,OES,SRM75F_CL,Zinc,MG_P_KG,42.6033,No
5455340,OES,SRM75F_CL,Potassium,PCT_M-M,0.7115,No
5455340,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0544,No
5455340,OES,SRM75F_CL,Sodium,PCT_M-M,0.1773,No
5455340,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3611,No
5455340,OES,SRM75F_CL,Calcium,PCT_M-M,0.5414,No
5455340,OES,SRM75F_CL,Copper,MG_P_KG,4.1187,No
5455340,OES,SRM75F_CL,Zinc,MG_P_KG,42.6641,No
5455340,OES,SRM75F_CL,Iron,MG_P_KG,90.1872,No
5457476,OES,SRM75F_CL,Potassium,PCT_M-M,0.6768,No
5457476,OES,SRM75F_CL,Iron,MG_P_KG,87.2235,No
5457476,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0524,No
5457476,OES,SRM75F_CL,Sodium,PCT_M-M,0.1729,No
5457476,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3462,No
5457476,OES,SRM75F_CL,Calcium,PCT_M-M,0.5258,No
5457476,OES,SRM75F_CL,Copper,MG_P_KG,3.985,No
5457476,OES,SRM75F_CL,Zinc,MG_P_KG,41.1426,No
5459301,OES,SRM75F_CL,Potassium,PCT_M-M,0.7008,No
5459301,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0548,No
5459301,OES,SRM75F_CL,Sodium,PCT_M-M,0.1836,No
5459301,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3577,No
5459301,OES,SRM75F_CL,Calcium,PCT_M-M,0.5391,No
5459301,OES,SRM75F_CL,Copper,MG_P_KG,4.0428,No
5459301,OES,SRM75F_CL,Zinc,MG_P_KG,43.0331,No
5459301,OES,SRM75F_CL,Iron,MG_P_KG,91.0397,No
5461086,OES,SRM75F_CL,Potassium,PCT_M-M,0.6677,No
5461086,OES,SRM75F_CL,Iron,MG_P_KG,87.6388,No
5461086,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0535,No
5461086,OES,SRM75F_CL,Sodium,PCT_M-M,0.1785,No
5461086,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3477,No
5461086,OES,SRM75F_CL,Calcium,PCT_M-M,0.5259,No
5461086,OES,SRM75F_CL,Copper,MG_P_KG,3.9627,No
5461086,OES,SRM75F_CL,Zinc,MG_P_KG,41.7126,No
5463099,OES,SRM75F_CL,Potassium,PCT_M-M,0.7137,No
5463099,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5463099,OES,SRM75F_CL,Sodium,PCT_M-M,0.1822,No
5463099,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3491,No
5463099,OES,SRM75F_CL,Calcium,PCT_M-M,0.5403,No
5463099,OES,SRM75F_CL,Copper,MG_P_KG,4.1145,No
5463099,OES,SRM75F_CL,Zinc,MG_P_KG,41.8055,No
5463099,OES,SRM75F_CL,Iron,MG_P_KG,90.2199,No
5468458,OES,SRM75F_CL,Potassium,PCT_M-M,0.7015,No
5468458,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0551,No
5468458,OES,SRM75F_CL,Sodium,PCT_M-M,0.1854,No
5468458,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3631,No
5468458,OES,SRM75F_CL,Calcium,PCT_M-M,0.5431,No
5468458,OES,SRM75F_CL,Copper,MG_P_KG,4.2346,No
5468458,OES,SRM75F_CL,Zinc,MG_P_KG,42.8406,No
5468458,OES,SRM75F_CL,Iron,MG_P_KG,90.3505,No
5475348,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0564,No
5475348,OES,SRM75F_CL,Sodium,PCT_M-M,0.2053,No
5475348,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3657,No
5475348,OES,SRM75F_CL,Calcium,PCT_M-M,0.5547,No
5475348,OES,SRM75F_CL,Copper,MG_P_KG,4.158,No
5475348,OES,SRM75F_CL,Zinc,MG_P_KG,43.7946,No
5475348,OES,SRM75F_CL,Iron,MG_P_KG,94.2244,No
5475348,OES,SRM75F_CL,Potassium,PCT_M-M,0.8179,No
5477355,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0563,No
5477355,OES,SRM75F_CL,Sodium,PCT_M-M,0.2032,No
5477355,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3639,No
5477355,OES,SRM75F_CL,Calcium,PCT_M-M,0.5625,No
5477355,OES,SRM75F_CL,Copper,MG_P_KG,4.2605,No
5477355,OES,SRM75F_CL,Zinc,MG_P_KG,43.1755,No
5477355,OES,SRM75F_CL,Potassium,PCT_M-M,0.8083,No
5477355,OES,SRM75F_CL,Iron,MG_P_KG,93.6261,No
5478343,OES,SRM75F_CL,Iron,MG_P_KG,87.1456,No
5478343,OES,SRM75F_CL,Potassium,PCT_M-M,0.7299,No
5478343,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0518,No
5478343,OES,SRM75F_CL,Sodium,PCT_M-M,0.1849,No
5478343,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3314,No
5478343,OES,SRM75F_CL,Calcium,PCT_M-M,0.5105,No
5478343,OES,SRM75F_CL,Copper,MG_P_KG,3.7335,No
5478343,OES,SRM75F_CL,Zinc,MG_P_KG,39.8764,No
5482745,OES,SRM75F_CL,Potassium,PCT_M-M,0.7247,No
5482745,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0556,No
5482745,OES,SRM75F_CL,Sodium,PCT_M-M,0.1854,No
5482745,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3595,No
5482745,OES,SRM75F_CL,Calcium,PCT_M-M,0.5471,No
5482745,OES,SRM75F_CL,Copper,MG_P_KG,4.195,No
5482745,OES,SRM75F_CL,Zinc,MG_P_KG,43.184,No
5482745,OES,SRM75F_CL,Iron,MG_P_KG,91.5598,No
5483233,OES,SRM75F_CL,Potassium,PCT_M-M,0.6954,No
5483233,OES,SRM75F_CL,Iron,MG_P_KG,89.7259,No
5483233,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5483233,OES,SRM75F_CL,Sodium,PCT_M-M,0.1869,No
5483233,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3487,No
5483233,OES,SRM75F_CL,Calcium,PCT_M-M,0.5415,No
5483233,OES,SRM75F_CL,Copper,MG_P_KG,4.0025,No
5483233,OES,SRM75F_CL,Zinc,MG_P_KG,42.6129,No
5486423,OES,SRM75F_CL,Potassium,PCT_M-M,0.758,No
5486423,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5486423,OES,SRM75F_CL,Sodium,PCT_M-M,0.1945,No
5486423,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3523,No
5486423,OES,SRM75F_CL,Calcium,PCT_M-M,0.5477,No
5486423,OES,SRM75F_CL,Copper,MG_P_KG,4.0651,No
5486423,OES,SRM75F_CL,Zinc,MG_P_KG,42.9044,No
5486423,OES,SRM75F_CL,Iron,MG_P_KG,90.0819,No
5487152,OES,SRM75F_CL,Potassium,PCT_M-M,0.6975,No
5487152,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5487152,OES,SRM75F_CL,Sodium,PCT_M-M,0.1996,No
5487152,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3548,No
5487152,OES,SRM75F_CL,Calcium,PCT_M-M,0.5368,No
5487152,OES,SRM75F_CL,Copper,MG_P_KG,4.0096,No
5487152,OES,SRM75F_CL,Zinc,MG_P_KG,42.4573,No
5487152,OES,SRM75F_CL,Iron,MG_P_KG,91.0554,No
5487212,OES,SRM75F_CL,Potassium,PCT_M-M,0.6814,No
5487212,OES,SRM75F_CL,Iron,MG_P_KG,87.5896,No
5487212,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0525,No
5487212,OES,SRM75F_CL,Sodium,PCT_M-M,0.1762,No
5487212,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.342,No
5487212,OES,SRM75F_CL,Calcium,PCT_M-M,0.5254,No
5487212,OES,SRM75F_CL,Copper,MG_P_KG,3.9295,No
5487212,OES,SRM75F_CL,Zinc,MG_P_KG,41.0382,No
5489319,OES,SRM75F_CL,Potassium,PCT_M-M,0.6805,No
5489319,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0548,No
5489319,OES,SRM75F_CL,Sodium,PCT_M-M,0.1816,No
5489319,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3463,No
5489319,OES,SRM75F_CL,Calcium,PCT_M-M,0.5367,No
5489319,OES,SRM75F_CL,Copper,MG_P_KG,3.9476,No
5489319,OES,SRM75F_CL,Zinc,MG_P_KG,42.8567,No
5489319,OES,SRM75F_CL,Iron,MG_P_KG,90.071,No
5491521,OES,SRM75F_CL,Potassium,PCT_M-M,0.6951,No
5491521,OES,SRM75F_CL,Iron,MG_P_KG,89.5102,No
5491521,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5491521,OES,SRM75F_CL,Sodium,PCT_M-M,0.1803,No
5491521,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3552,No
5491521,OES,SRM75F_CL,Calcium,PCT_M-M,0.5301,No
5491521,OES,SRM75F_CL,Copper,MG_P_KG,4.2589,No
5491521,OES,SRM75F_CL,Zinc,MG_P_KG,43.0745,No
5493247,OES,SRM75F_CL,Potassium,PCT_M-M,0.7134,No
5493247,OES,SRM75F_CL,Iron,MG_P_KG,89.1126,No
5493247,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5493247,OES,SRM75F_CL,Sodium,PCT_M-M,0.1838,No
5493247,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3594,No
5493247,OES,SRM75F_CL,Calcium,PCT_M-M,0.5239,No
5493247,OES,SRM75F_CL,Copper,MG_P_KG,4.2464,No
5493247,OES,SRM75F_CL,Zinc,MG_P_KG,43.4158,No
5494948,OES,SRM75F_CL,Potassium,PCT_M-M,0.7132,No
5494948,OES,SRM75F_CL,Iron,MG_P_KG,87.544,No
5494948,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0525,No
5494948,OES,SRM75F_CL,Sodium,PCT_M-M,0.182,No
5494948,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3374,No
5494948,OES,SRM75F_CL,Calcium,PCT_M-M,0.5264,No
5494948,OES,SRM75F_CL,Copper,MG_P_KG,3.9886,No
5494948,OES,SRM75F_CL,Zinc,MG_P_KG,40.3673,No
5495772,OES,SRM75F_CL,Potassium,PCT_M-M,0.7507,No
5495772,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0556,No
5495772,OES,SRM75F_CL,Sodium,PCT_M-M,0.196,No
5495772,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3572,No
5495772,OES,SRM75F_CL,Calcium,PCT_M-M,0.5608,No
5495772,OES,SRM75F_CL,Copper,MG_P_KG,4.259,No
5495772,OES,SRM75F_CL,Zinc,MG_P_KG,42.8025,No
5495772,OES,SRM75F_CL,Iron,MG_P_KG,92.2519,No
5499285,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0551,No
5499285,OES,SRM75F_CL,Sodium,PCT_M-M,0.1992,No
5499285,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3539,No
5499285,OES,SRM75F_CL,Calcium,PCT_M-M,0.5402,No
5499285,OES,SRM75F_CL,Copper,MG_P_KG,4.1411,No
5499285,OES,SRM75F_CL,Zinc,MG_P_KG,41.9556,No
5499285,OES,SRM75F_CL,Iron,MG_P_KG,90.9609,No
5499285,OES,SRM75F_CL,Potassium,PCT_M-M,0.7906,No
5499295,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0579,No
5499295,OES,SRM75F_CL,Sodium,PCT_M-M,0.1955,No
5499295,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3767,No
5499295,OES,SRM75F_CL,Calcium,PCT_M-M,0.5652,No
5499295,OES,SRM75F_CL,Copper,MG_P_KG,4.3232,No
5499295,OES,SRM75F_CL,Zinc,MG_P_KG,44.4011,No
5499295,OES,SRM75F_CL,Potassium,PCT_M-M,0.7934,No
5499295,OES,SRM75F_CL,Iron,MG_P_KG,94.5714,No
5499985,OES,SRM75F_CL,Potassium,PCT_M-M,0.6974,No
5499985,OES,SRM75F_CL,Iron,MG_P_KG,89.5596,No
5499985,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0543,No
5499985,OES,SRM75F_CL,Sodium,PCT_M-M,0.1768,No
5499985,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3562,No
5499985,OES,SRM75F_CL,Calcium,PCT_M-M,0.5362,No
5499985,OES,SRM75F_CL,Copper,MG_P_KG,4.1098,No
5499985,OES,SRM75F_CL,Zinc,MG_P_KG,42.2061,No
5500746,OES,SRM75F_CL,Potassium,PCT_M-M,0.7212,No
5500746,OES,SRM75F_CL,Iron,MG_P_KG,88.8979,No
5500746,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0532,No
5500746,OES,SRM75F_CL,Sodium,PCT_M-M,0.1894,No
5500746,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3543,No
5500746,OES,SRM75F_CL,Calcium,PCT_M-M,0.5269,No
5500746,OES,SRM75F_CL,Copper,MG_P_KG,3.9242,No
5500746,OES,SRM75F_CL,Zinc,MG_P_KG,41.4519,No
5503508,OES,SRM75F_CL,Potassium,PCT_M-M,0.7134,No
5503508,OES,SRM75F_CL,Iron,MG_P_KG,89.9078,No
5503508,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
5503508,OES,SRM75F_CL,Sodium,PCT_M-M,0.1944,No
5503508,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3625,No
5503508,OES,SRM75F_CL,Calcium,PCT_M-M,0.5341,No
5503508,OES,SRM75F_CL,Copper,MG_P_KG,4.1294,No
5503508,OES,SRM75F_CL,Zinc,MG_P_KG,41.9914,No
5503831,OES,SRM75F_CL,Potassium,PCT_M-M,0.6814,No
5503831,OES,SRM75F_CL,Iron,MG_P_KG,88.1552,No
5503831,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0524,No
5503831,OES,SRM75F_CL,Sodium,PCT_M-M,0.1876,No
5503831,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3539,No
5503831,OES,SRM75F_CL,Calcium,PCT_M-M,0.5227,No
5503831,OES,SRM75F_CL,Copper,MG_P_KG,4.0585,No
5503831,OES,SRM75F_CL,Zinc,MG_P_KG,40.8166,No
5506908,OES,SRM75F_CL,Potassium,PCT_M-M,0.7273,No
5506908,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0542,No
5506908,OES,SRM75F_CL,Sodium,PCT_M-M,0.1926,No
5506908,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3661,No
5506908,OES,SRM75F_CL,Calcium,PCT_M-M,0.538,No
5506908,OES,SRM75F_CL,Copper,MG_P_KG,4.2669,No
5506908,OES,SRM75F_CL,Zinc,MG_P_KG,41.9515,No
5506908,OES,SRM75F_CL,Iron,MG_P_KG,90.8608,No
5509486,OES,SRM75F_CL,Potassium,PCT_M-M,0.7094,No
5509486,OES,SRM75F_CL,Iron,MG_P_KG,89.7786,No
5509486,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0541,No
5509486,OES,SRM75F_CL,Sodium,PCT_M-M,0.1896,No
5509486,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3533,No
5509486,OES,SRM75F_CL,Calcium,PCT_M-M,0.5324,No
5509486,OES,SRM75F_CL,Copper,MG_P_KG,3.9913,No
5509486,OES,SRM75F_CL,Zinc,MG_P_KG,42.2525,No
5513542,OES,SRM75F_CL,Potassium,PCT_M-M,0.7545,No
5513542,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5513542,OES,SRM75F_CL,Sodium,PCT_M-M,0.1962,No
5513542,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3587,No
5513542,OES,SRM75F_CL,Calcium,PCT_M-M,0.5374,No
5513542,OES,SRM75F_CL,Copper,MG_P_KG,3.9874,No
5513542,OES,SRM75F_CL,Zinc,MG_P_KG,42.341,No
5513542,OES,SRM75F_CL,Iron,MG_P_KG,90.1602,No
5517401,OES,SRM75F_CL,Potassium,PCT_M-M,0.7104,No
5517401,OES,SRM75F_CL,Iron,MG_P_KG,88.5141,No
5517401,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0534,No
5517401,OES,SRM75F_CL,Sodium,PCT_M-M,0.1775,No
5517401,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3535,No
5517401,OES,SRM75F_CL,Calcium,PCT_M-M,0.524,No
5517401,OES,SRM75F_CL,Copper,MG_P_KG,4.2971,No
5517401,OES,SRM75F_CL,Zinc,MG_P_KG,41.7503,No
5517644,OES,SRM75F_CL,Potassium,PCT_M-M,0.7063,No
5517644,OES,SRM75F_CL,Iron,MG_P_KG,88.2181,No
5517644,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0536,No
5517644,OES,SRM75F_CL,Sodium,PCT_M-M,0.1921,No
5517644,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3485,No
5517644,OES,SRM75F_CL,Calcium,PCT_M-M,0.5299,No
5517644,OES,SRM75F_CL,Copper,MG_P_KG,4.0092,No
5517644,OES,SRM75F_CL,Zinc,MG_P_KG,41.4652,No
5518931,OES,SRM75F_CL,Iron,MG_P_KG,88.8706,No
5518931,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5518931,OES,SRM75F_CL,Sodium,PCT_M-M,0.1937,No
5518931,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3515,No
5518931,OES,SRM75F_CL,Calcium,PCT_M-M,0.545,No
5518931,OES,SRM75F_CL,Copper,MG_P_KG,4.1236,No
5518931,OES,SRM75F_CL,Zinc,MG_P_KG,42.5143,No
5518931,OES,SRM75F_CL,Potassium,PCT_M-M,0.7825,No
5524227,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0557,No
5524227,OES,SRM75F_CL,Sodium,PCT_M-M,0.1942,No
5524227,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3681,No
5524227,OES,SRM75F_CL,Calcium,PCT_M-M,0.5485,No
5524227,OES,SRM75F_CL,Copper,MG_P_KG,4.1465,No
5524227,OES,SRM75F_CL,Zinc,MG_P_KG,44.0468,No
5524227,OES,SRM75F_CL,Iron,MG_P_KG,93.204,No
5524227,OES,SRM75F_CL,Potassium,PCT_M-M,0.8175,No
5524825,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5524825,OES,SRM75F_CL,Sodium,PCT_M-M,0.188,No
5524825,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3667,No
5524825,OES,SRM75F_CL,Calcium,PCT_M-M,0.5361,No
5524825,OES,SRM75F_CL,Copper,MG_P_KG,4.1274,No
5524825,OES,SRM75F_CL,Zinc,MG_P_KG,43.5232,No
5524825,OES,SRM75F_CL,Potassium,PCT_M-M,0.7981,No
5524825,OES,SRM75F_CL,Iron,MG_P_KG,91.9462,No
5525729,OES,SRM75F_CL,Magnesium,PCT_M-M,0.056,No
5525729,OES,SRM75F_CL,Sodium,PCT_M-M,0.198,No
5525729,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3645,No
5525729,OES,SRM75F_CL,Calcium,PCT_M-M,0.5476,No
5525729,OES,SRM75F_CL,Copper,MG_P_KG,4.0628,No
5525729,OES,SRM75F_CL,Zinc,MG_P_KG,43.8415,No
5525729,OES,SRM75F_CL,Potassium,PCT_M-M,0.7663,No
5525729,OES,SRM75F_CL,Iron,MG_P_KG,92.4587,No
5526753,OES,SRM75F_CL,Potassium,PCT_M-M,0.7614,No
5526753,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5526753,OES,SRM75F_CL,Sodium,PCT_M-M,0.1946,No
5526753,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3495,No
5526753,OES,SRM75F_CL,Calcium,PCT_M-M,0.5428,No
5526753,OES,SRM75F_CL,Copper,MG_P_KG,4.1576,No
